Identifiant de l'accident;Date et heure;Commune;Année;Mois;Jour;Heure minute;Lumière;Localisation;Intersection;Conditions atmosphériques;Collision;Département;Code commune;Code Insee;Adresse;Latitude;Longitude;Code Postal;Numéro;Coordonnées;PR;Surface;V1;Circulation;Voie réservée;Env1;Voie;Largeur de la chaussée;V2;Largeur terre plein central;Nombre de voies;Catégorie route;PR1;Plan;Profil;Infrastructure;Situation;Année de naissance;Sexe;Action piéton;Gravité;Existence équipement de sécurité;Utilisation équipement de sécurité;Localisation du piéton;Identifiant véhicule;Place;Catégorie d'usager;Piéton seul ou non;Motif trajet;Point de choc;Manœuvre;Sens;Obstacle mobile heurté;Obstacle fixe heurté;Catégorie véhicule;Nombre d'occupants;Gps
201500024863;2015-06-04T18:25:00+02:00;Rennes;15;06;04;18:25;Plein jour;En agglomération;Intersection en Y;Normale;Deux véhicules – par le coté;35;238;35238;GUILLOUX (LOUIS);4811012;-169902;35000;;48.110544, -1.699928;;normale;;Avec voies d’affectation variable;;99;0;0;;0;4;Voie Communale;;Partie rectiligne;Sommet de côte;;Sur chaussée;1972,1982;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Non déterminable;;B01,A01;1,1;Conducteur,Conducteur;;Domicile – travail,Domicile – travail;Avant gauche,Arrière gauche;Tournant A gauche,Dépassant A gauche;;Véhicule,Véhicule;;VL seul,Motocyclette > 125 cm3;;Métropole
201500024956;2015-07-29T09:20:00+02:00;Rennes;15;07;29;09:20;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;00, VERDUN (BD DE);4811272;-169333;35000;00;48.118115, -1.689408;;normale;;Bidirectionnelle;Banque cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;2012,1983,1985;Féminin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Blessé;Dispositif enfants,Ceinture,Ceinture;Oui,Oui,Oui;;B01,A01;3,1,1;Passager,Conducteur,Conducteur;;Promenade – loisirs,Utilisation professionnelle,Promenade – loisirs;Avant;Sans changement de direction,Tournant A gauche;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500025025;2015-09-24T12:20:00+02:00;Saint-gregoire;15;09;24;12:20;Plein jour;En agglomération;Giratoire;Normale;Deux véhicules – par l’arrière;35;278;35278;00, AUGE DE PIERRE (ROND;4813698;-169265;35760;00;48.134688, -1.692801;51;;;A sens unique;;99;137;0;;0;2;Route Départementale;600;;;Carrefour aménagé;Sur chaussée;1991,1967,1965;Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Indemne;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01,B01;1,1,2;Conducteur,Conducteur,Passager;;Utilisation professionnelle,Courses – achats,Autre;Avant,Arrière;Même sens,Arrêté (hors stationnement);;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500025028;2015-10-01T18:55:00+02:00;Rennes;15;10;01;18:55;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;07, ROGER HENRI GUERRAND;4810029;-169845;35000;07;48.10014, -1.697749;;normale;;;;00;0;0;;0;0;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1951,1984,2011;Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Jouant – courant;Indemne,Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;Sur chaussée - A – 50 m du passage piéton;A01;1,2;Conducteur,Passager,Piéton;Seul;Promenade – loisirs;Avant;Sans changement de direction;;Piéton;;VU seul 1;;Métropole
201500025037;2015-10-08T08:15:00+02:00;Chantepie;15;10;08;08:15;Crépuscule ou aube;Hors agglomération;Hors intersection;Normale;Autre collision;35;055;35055;PORTE DES LOGES;4808426;-164115;35135;;48.088198, -1.624618;6;normale;;A chaussées séparées;;99;136;0;;0;4;Route Nationale;500;Partie rectiligne;Plat;;Sur chaussée;1973;Masculin;Se déplaçant;Blessé;Casque;Oui;;A01;1;Conducteur;;Domicile – travail;;Sans changement de direction;;;Sortie de chaussée sans obstacle;Motocyclette > 50 cm3 et <= 125 cm3;;Métropole
201500025056;2015-10-22T17:00:00+02:00;Cesson-sevigne;15;10;22;17:00;Plein jour;Hors agglomération;Hors intersection;Normale;Sans collision;35;051;35051;PORTE DE LA RIGOURDIERE;4811871;-157103;35510;;48.115148, -1.586233;0;mouillée;;A sens unique;;99;136;0;;0;2;Route Nationale;177;En courbe à gauche;Sommet de côte;Bretelle d’échangeur ou de raccordement;Sur accotement;1996;Féminin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Promenade – loisirs;Côté gauche;Sans changement de direction;;;Fossé;VL seul;;Métropole
201500025057;2015-10-22T18:50:00+02:00;Rennes;15;10;22;18:50;Plein jour;En agglomération;Hors intersection;Normale;Trois véhicules et plus – en chaîne;35;238;35238;00, FREVILLE (AVENUE HEN;4808757;-167497;35000;00;48.109755, -1.648118;;normale;;A chaussées séparées;Banque cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1984,1971,1994;Masculin,Féminin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Indemne;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01,B01,C01;1,1,1;Conducteur,Conducteur,Conducteur;;Domicile – travail;Avant,Arrière,Arrière;Même sens,Même sens,Même sens;;Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VL seul;;Métropole
201500014553;2015-03-06T14:50:00+01:00;;15;03;06;14:50;Plein jour;En agglomération;Intersection en T;Normale;Deux véhicules – par le coté;13;055;13055;00, BD FERDINAND DE LESS;4331968;0537119;;00;48.102251, -1.707582;;normale;;Bidirectionnelle;;00;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1992;Masculin;Se déplaçant;Blessé;Casque;Oui;;Z01,A01;1;Conducteur;;Autre;Côté gauche;Sans changement de direction,En s’insérant;PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,Scooter > 50 cm3 et <= 125 cm3;;Métropole
201500024724;2015-01-07T19:10:00+01:00;Noyal-chatillon-sur-seiche;15;01;07;19:10;Nuit sans éclairage public;En agglomération;Hors intersection;Normale;Trois véhicules et plus – en chaîne;35;206;35206;ROCADE SUD;4807940;-168794;35230;;48.04672, -1.648089;;normale;;A chaussées séparées;Voie réservée;99;136;0;;0;2;Route Nationale;;Partie rectiligne;Plat;;Sur chaussée;1961,1990,1958;Féminin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;C01,A01,B01;1,1,1;Conducteur,Conducteur,Conducteur;;Domicile – travail,Promenade – loisirs;Arrière,Avant,Avant;Arrêté (hors stationnement),Même sens,Arrêté (hors stationnement);;Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VL seul;;Métropole
201500024740;2015-01-14T17:50:00+01:00;Rennes;15;01;14;17:50;Nuit sans éclairage public;En agglomération;Hors intersection;Temps couvert;Deux véhicules – par l’arrière;35;238;35238;PORTE DE BREST;4812170;-171973;35000;;48.112771, -1.692938;15;mouillée;;A chaussées séparées;;99;136;0;;0;2;Route Nationale;800;Partie rectiligne;Plat;;Sur chaussée;1973,1983,2014,1958;Masculin,Féminin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Blessé,Indemne;Ceinture,Ceinture,Dispositif enfants,Ceinture;Oui,Oui,Oui,Oui;;A01,B01;1,2,4,1;Conducteur,Passager,Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Utilisation professionnelle;Avant,Arrière;Même sens,Même sens;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500025004;2015-09-07T18:25:00+02:00;Rennes;15;09;07;18:25;Plein jour;Hors agglomération;Hors intersection;Normale;Trois véhicules et plus – en chaîne;35;238;35238;ROCADE 13-14;4810468;-171665;35000;13;48.111021, -1.692218;13;normale;;A chaussées séparées;;99;136;0;;0;6;Route Nationale;870;Partie rectiligne;Plat;Bretelle d’échangeur ou de raccordement;Sur chaussée;1992,1983,1957;Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;B01,A01,C01;1,1,1;Conducteur,Conducteur,Conducteur;;Domicile – travail,Promenade – loisirs;Arrière,Avant,Arrière;Même sens,Même sens,Même sens;;Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VU seul 1;;Métropole
201500025022;2015-09-23T12:10:00+02:00;Rennes;15;09;23;12:10;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par l’arrière;35;238;35238;95, MITTERAND (MAIL FRAN;4810823;-169447;35000;95;48.108246, -1.694182;;normale;;Bidirectionnelle;Voie réservée;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1970,1967,1966;Masculin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Indemne,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01,B01;2,1,1;Passager,Conducteur,Conducteur;;Utilisation professionnelle,Utilisation professionnelle,Utilisation professionnelle;Avant,Arrière;Même sens,Même sens;;Véhicule,Véhicule;;VU seul 1,VU seul 1;;Métropole
201500025044;2015-10-11T15:45:00+02:00;Rennes;15;10;11;15:45;Plein jour;En agglomération;Giratoire;Normale;Deux véhicules – par le coté;35;238;35238;00, BOUCHARD (ALAIN);4809977;-168316;35000;00;48.09908, -1.683318;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1962,1984;Féminin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs;Avant droit,Avant;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Cyclomoteur <50cm3;;Métropole
201500025101;2015-11-16T20:20:00+01:00;Cesson-sevigne;15;11;16;20:20;Nuit sans éclairage public;En agglomération;Hors intersection;Normale;Deux véhicules – par l’arrière;35;051;35051;00, ALLIES (BOULEVARD DE;;;35510;00;48.11523, -1.629276;;;;A sens unique;;00;836;0;;0;0;Route Départementale;;;Pente;;Sur chaussée;1965,1988,1992;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;B01,A01;1,1,2;Conducteur,Conducteur,Passager;;;Arrière,Avant;Même sens,Même sens;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500024809;2015-02-16T13:15:00+01:00;Rennes;15;02;16;13:15;Plein jour;En agglomération;Intersection en X;Pluie forte;Deux véhicules – par le coté;35;238;35238;MITTERRAND/VANEAU;4810850;-169298;35000;;48.110088, -1.69287;;mouillée;;Bidirectionnelle;Banque cyclable;99;;0;;0;3;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1927,1985,1987;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;B01,A01;1,1,3;Conducteur,Conducteur,Passager;;Promenade – loisirs,Utilisation professionnelle,Utilisation professionnelle;Avant,Avant gauche;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;VL seul,VU seul 1;;Métropole
201500024824;2015-04-29T12:45:00+02:00;Rennes;15;04;29;12:45;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;00, LE GUEN DE KERANGAL;4809447;-168558;35000;00;48.093172, -1.685331;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Pente;;Sur chaussée;1966,1987,2015;Féminin,Féminin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Blessé;Ceinture,Ceinture,Dispositif enfants;Oui,Oui,Oui;;B01,A01;1,1,2;Conducteur,Conducteur,Passager;;Domicile – travail,Autre,Autre;Avant,Côté gauche;Sans changement de direction;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500024950;2015-07-27T12:10:00+02:00;Rennes;15;07;27;12:10;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;95, LORIENT (DE);4810880;-171031;35000;95;48.108962, -1.705868;;normale;;A chaussées séparées;;03;0;0;;0;4;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1983,1993,1939;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Traversant;Indemne,Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;Sur passage piéton - Avec signalisation lumineuse;B01,A01;1,1;Conducteur,Conducteur,Piéton;Seul;Utilisation professionnelle,Utilisation professionnelle,Autre;Arrière,Avant;Arrêté (hors stationnement),Même sens;;Piéton,Véhicule;;VU seul 1,VU seul 1;;Métropole
201500017789;2015-04-02T11:15:00+02:00;Becherel;15;04;02;11:15;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;022;35022;RUE DE LA CHANVRERIE;4829522;-194470;35190;;48.295097, -1.944813;0;normale;;A sens unique;;99;0;0;;35;1;Voie Communale;0;Partie rectiligne;Pente;;Sur chaussée;1965,2013;Masculin,Féminin;Se déplaçant,Jouant – courant;Indemne,Blessé;Ceinture;Non déterminable;Sur chaussée - A + 50 m du passage piéton;A01;1;Conducteur,Piéton;Seul;Utilisation professionnelle,Promenade – loisirs;Côté droit;Tournant A droite;;Piéton;;VU seul 1;;Métropole
201500024871;2015-06-11T16:55:00+02:00;Rennes;15;06;11;16:55;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par l’arrière;35;238;35238;33, TOUR D'AUVERGNE (BD;4810499;-168443;35000;33;48.105541, -1.684338;;normale;;Bidirectionnelle;Voie réservée;00;0;0;;0;3;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1970,1965;Masculin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Utilisation professionnelle,Utilisation professionnelle;Arrière,Avant;Même sens,Même sens;;Véhicule,Véhicule;;VL seul,VU seul 1;;Métropole
201500024886;2015-06-13T11:50:00+02:00;Rennes;15;06;13;11:50;Plein jour;Hors agglomération;Hors intersection;Normale;Deux véhicules – par l’arrière;35;238;35238;RN136;4808453;-169883;35000;136;48.111214, -1.696433;11;normale;;A chaussées séparées;;99;2;0;;0;4;Route Nationale;100;Partie rectiligne;Sommet de côte;;Sur chaussée;1982,1997,1977,1963;Féminin,Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Blessé,Indemne;Ceinture,Ceinture,Ceinture,Autre;Oui,Oui,Oui,Non déterminable;;A01,B01;1,1,3,2;Conducteur,Conducteur,Passager,Passager;;;Avant,Arrière;Même sens,Même sens;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500024915;2015-07-03T13:15:00+02:00;Rennes;15;07;03;13:15;Plein jour;Hors agglomération;Autre intersection;Normale;Deux véhicules – par le coté;35;238;35238;RN136;4814073;-168887;35000;136;48.111214, -1.696433;18;normale;;A chaussées séparées;Voie réservée;99;136;0;;0;4;Route Nationale;200;Partie rectiligne;Plat;Bretelle d’échangeur ou de raccordement;Sur chaussée;1993,1995,1972;Féminin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Indemne;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;B01,A01;2,1,1;Passager,Conducteur,Conducteur;;Utilisation professionnelle;Côté droit,Avant gauche;Sans changement de direction,En s’insérant;;Véhicule,Véhicule;;VL seul,Tracteur routier + semi-remorque;;Métropole
201500024928;2015-07-10T09:20:00+02:00;Chantepie;15;07;10;09:20;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;055;35055;25, BIGNON (RUE DU);4809819;-162290;35135;25;48.098157, -1.62319;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1995,1992;Féminin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur passage piéton - Sans signalisation lumineuse;A01;1;Conducteur,Piéton;Seul;Domicile – travail;Avant droit;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500024957;2015-05-13T01:54:00+02:00;Rennes;15;05;13;01:54;Nuit avec éclairage public non allumé;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;SURCOUF/D.PAPIN;4810610;-169213;35000;;48.105267, -1.692205;;normale;;A sens unique;;99;;0;;0;1;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1969,1966,1987;Masculin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Indemne;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01,B01;1,2,1;Conducteur,Passager,Conducteur;;Utilisation professionnelle,Promenade – loisirs,Promenade – loisirs;Avant,Arrière droit;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;VL seul,VU seul 1;;Métropole
201500024976;2015-05-19T22:50:00+02:00;Rennes;15;05;19;22:50;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;218, RUE DE NANTES;4809670;-168917;35000;218;48.096718, -1.689251;12;normale;;Bidirectionnelle;;00;837;0;;0;2;Route Départementale;630;Partie rectiligne;Plat;;Sur chaussée;1994;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Promenade – loisirs;Avant;Sans changement de direction;;;Autre obstacle fixe sur chaussée;VL seul;;Métropole
201500025005;2015-08-29T01:45:00+02:00;Rennes;15;08;29;01:45;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;LEPERDIT;4811327;-168085;35000;;48.11327, -1.680826;;normale;;;;00;0;0;;0;0;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1996;Masculin;Se déplaçant;Blessé;Casque;Non;;A01;1;Conducteur;;Autre;;Sans changement de direction;;;;Scooter < 50 cm3;;Métropole
201500025055;2015-10-22T11:30:00+02:00;Rennes;15;10;22;11:30;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;8-10, PICARDIE (DE);4812317;-171068;35000;8;48.123299, -1.710797;;normale;;A sens unique;;03;0;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1929,1972;Masculin,Masculin;Traversant,Se déplaçant;Blessé,Indemne;Ceinture;Oui;Sur chaussée - A + 50 m du passage piéton;A01;1;Piéton,Conducteur;Accompagné;Utilisation professionnelle;Arrière;En marche arrière;;Piéton;;VU seul 1;;Métropole
201500025064;2015-10-27T10:00:00+01:00;Cesson-sevigne;15;10;27;10:00;Plein jour;Hors agglomération;Hors intersection;Normale;Sans collision;35;051;35051;PORTE DE LA RIGOURDIERE;4811958;-157251;35510;;48.115148, -1.586233;0;mouillée;;A sens unique;;99;136;0;;0;2;Route Nationale;57;En courbe à droite;Plat;Bretelle d’échangeur ou de raccordement;Sur chaussée;1979,1976;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Ceinture;Oui,Oui;;A01;2,1;Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs;Chocs multiples (tonneaux);Sans changement de direction;;;Sortie de chaussée sans obstacle;VL seul;;Métropole
201500025147;2015-12-10T13:55:00+01:00;Rennes;15;12;10;13:55;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;07, SURCOUF;4810618;-169214;35000;07;48.105267, -1.692205;;normale;;A sens unique;;99;0;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1962,1992;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail;Avant droit;Tournant A droite,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole
201500025152;2015-12-11T18:30:00+01:00;Cesson-sevigne;15;12;11;18:30;Nuit sans éclairage public;Hors agglomération;Hors intersection;Normale;Autre collision;35;051;35051;00, FOUGERES (ROUTE DE);4814210;-161369;35510;00;48.141606, -1.614952;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur accotement;1950;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Autre;Avant;Sans changement de direction;;Véhicule;;"Voiturette (Quadricycle à moteur carrossé) (anciennement ""voiturette ou tricycle à moteur"")";;Métropole
201500025177;2015-12-29T17:00:00+01:00;Rennes;15;12;29;17:00;Plein jour;Hors agglomération;Autre intersection;Normale;Sans collision;35;238;35238;00, RN136;4812205;-171983;35000;00;48.111214, -1.696433;15;normale;;A sens unique;;99;136;0;;0;1;Route Nationale;810;En courbe à droite;Pente;Bretelle d’échangeur ou de raccordement;Sur chaussée;1993;Féminin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Domicile – travail;Chocs multiples (tonneaux);Sans changement de direction;;;Sortie de chaussée sans obstacle;VL seul;;Métropole
201500024737;2015-01-12T15:00:00+01:00;Rennes;15;01;12;15:00;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par l’arrière;35;238;35238;ORMES/PRESTAUT;4810150;-170258;35000;;48.101696, -1.702484;;normale;;Bidirectionnelle;;99;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1991,1968;Masculin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant droit,Avant gauche;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500024769;2015-02-01T01:45:00+01:00;Rennes;15;02;01;01:45;Nuit avec éclairage public allumé;En agglomération;Intersection en X;Neige - grêle;Autre collision;35;238;35238;LEGRAVEREND/CH?ZY;4811780;-168553;35000;;48.117385, -1.68313;;mouillée;;Bidirectionnelle;;99;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1985,1982;Masculin,Féminin;Se déplaçant Sens inverse du véhicule,Se déplaçant;Blessé,Indemne;Ceinture;Oui;Sur chaussée - A – 50 m du passage piéton;A01;1;Piéton,Conducteur;Accompagné;Promenade – loisirs,Promenade – loisirs;Avant;Tournant A gauche;;Piéton;;VL seul;;Métropole
201500024771;2015-02-04T14:30:00+01:00;Rennes;15;02;04;14:30;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;11, PLACE  CHAMP JACQUET;4811300;-168016;35000;11;48.113055, -1.680347;;normale;;Bidirectionnelle;Voie réservée;00;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1995,1966;Féminin,Masculin;Traversant,Se déplaçant;Blessé,Indemne;;;Sur chaussée - A – 50 m du passage piéton;A01;1;Piéton,Conducteur;Accompagné;Promenade – loisirs,Utilisation professionnelle;Avant droit;Sans changement de direction;;Piéton;;Autobus;3;Métropole
201500024794;2015-04-11T20:50:00+02:00;Rennes;15;04;11;20:50;Plein jour;Hors agglomération;Hors intersection;Normale;Trois véhicules et plus - collisions multiples;35;238;35238;RN136;4811212;-171836;35000;136;48.111214, -1.696433;14;normale;;A chaussées séparées;Voie réservée;99;2;0;;0;3;Route Nationale;500;Partie rectiligne;Pente;Bretelle d’échangeur ou de raccordement;Sur chaussée;1991,1992,1990;Masculin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Blessé;Casque,Ceinture,Ceinture;Oui,Oui,Oui;;C01,A01,B01;1,1,1;Conducteur,Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs,Domicile – travail;Arrière droit,Côté gauche,Avant;Sans changement de direction,Changeant de file A gauche,Sans changement de direction;;Véhicule,Véhicule,Véhicule;Fossé;VL seul,VL seul,Motocyclette > 125 cm3;;Métropole
201500024727;2015-01-08T08:35:00+01:00;Rennes;15;01;08;08:35;Crépuscule ou aube;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;57, RUE GAL MARGUERITTE;4809840;-167910;35000;57;48.098371, -1.679017;;normale;;Bidirectionnelle;;03;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;2006,1959;Masculin,Féminin;Jouant – courant,Se déplaçant;Blessé,Indemne;Ceinture;Oui;Sur chaussée - A + 50 m du passage piéton;A01;1;Piéton,Conducteur;Seul;Domicile – école,Domicile – travail;Avant droit;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500024733;2015-01-11T06:40:00+01:00;Noyal-chatillon-sur-seiche;15;01;11;06:40;Nuit sans éclairage public;En agglomération;Intersection à plus de 4 branches;Normale;Autre collision;35;206;35206;PORTE DE BREQUIGNY;4807930;-168886;35230;;48.053735, -1.693994;10;mouillée;;A chaussées séparées;;99;136;0;;0;2;Route Nationale;500;En courbe à gauche;Pente;Bretelle d’échangeur ou de raccordement;Sur chaussée;1988,1991;Masculin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Oui,Non;;A01;1,3;Conducteur,Passager;;Promenade – loisirs,Promenade – loisirs;;Sans changement de direction;;;Glissière métallique;VL seul;;Métropole
201500024734;2015-02-22T06:18:00+01:00;Saint-gregoire;15;02;22;06:18;Nuit sans éclairage public;En agglomération;Hors intersection;Normale;Autre collision;35;278;35278;00, GAULLE (RUE DU GAL D;4814900;-168581;35760;00;48.154967, -1.6876;;normale;;A sens unique;;99;0;0;;0;0;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1980;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Domicile – travail;Avant;;;;Arbre;VL seul;;Métropole
201500024741;2015-01-14T19:10:00+01:00;Rennes;15;01;14;19:10;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Temps couvert;Sans collision;35;238;35238;16, AV H.FR?VILLE;4809000;-167491;35000;16;48.109884, -1.713394;;normale;;A chaussées séparées;Banque cyclable;99;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1979;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Promenade – loisirs;Avant gauche;Sans changement de direction;;;Ilot;VL seul;;Métropole
201500024752;2015-01-23T08:30:00+01:00;Saint-jacques-de-la-lande;15;01;23;08:30;Plein jour;En agglomération;Giratoire;Normale;Sans collision;35;281;35281;00, DODIN (AVENUE ROGER);4808660;-170753;35136;00;48.083155, -1.710248;24;normale;;A sens unique;;99;177;0;;0;2;Route Départementale;0;En courbe à gauche;Plat;Carrefour aménagé;Sur chaussée;1979,1989;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail,Domicile – travail;Côté gauche;En s’insérant,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Motocyclette > 50 cm3 et <= 125 cm3;;Métropole
