Identifiant de l'accident;Date et heure;Commune;Année;Mois;Jour;Heure minute;Lumière;Localisation;Intersection;Conditions atmosphériques;Collision;Département;Code commune;Code Insee;Adresse;Latitude;Longitude;Code Postal;Numéro;Coordonnées;PR;Surface;V1;Circulation;Voie réservée;Env1;Voie;Largeur de la chaussée;V2;Largeur terre plein central;Nombre de voies;Catégorie route;PR1;Plan;Profil;Infrastructure;Situation;Année de naissance;Sexe;Action piéton;Gravité;Existence équipement de sécurité;Utilisation équipement de sécurité;Localisation du piéton;Identifiant véhicule;Place;Catégorie d'usager;Piéton seul ou non;Motif trajet;Point de choc;Manœuvre;Sens;Obstacle mobile heurté;Obstacle fixe heurté;Catégorie véhicule;Nombre d'occupants;Gps
201500024778;2015-02-07T14:00:00+01:00;Rennes;15;02;07;14:00;Plein jour;En agglomération;Giratoire;Normale;Autre collision;35;238;35238;PAYS BAS/L.GRIMAULT;4809160;-165839;35000;;48.091189, -1.652889;;normale;;A chaussées séparées;Banque cyclable;03;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1991;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Promenade – loisirs;Avant;Sans changement de direction;;;Mobilier urbain;VL seul;;Métropole
201500024857;2015-06-01T15:00:00+02:00;Rennes;15;06;01;15:00;Plein jour;En agglomération;Intersection en T;Normale;Deux véhicules – par le coté;35;238;35238;00, MOUNIER (BD EMMANUEL;4812525;-166393;35000;00;48.12516, -1.663646;;normale;;A sens unique;;99;0;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1994,2013,1983,1987,1985;Féminin,Masculin,Féminin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Blessé,Indemne,Indemne;Ceinture,Ceinture,Ceinture,Ceinture,Ceinture;Oui,Non déterminable,Oui,Oui,Oui;;A01,B01;1,4,3,1,2;Conducteur,Passager,Passager,Conducteur,Passager;;Autre,Autre,Autre,Autre,Autre;Avant gauche,Avant;Tournant A gauche,Sans changement de direction;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500024861;2015-06-04T09:00:00+02:00;Rennes;15;06;04;09:00;Plein jour;Hors agglomération;Hors intersection;Normale;Autre collision;35;238;35238;00, MARIN (JEAN);4813686;-166288;35000;00;48.109633, -1.637983;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Pente;;Sur accotement;1992;Féminin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Domicile – travail;Avant;Sans changement de direction;;;Autre obstacle fixe sur trottoir ou accotement;VL seul;;Métropole
201500024910;2015-06-30T16:10:00+02:00;Rennes;15;06;30;16:10;Plein jour;En agglomération;Hors intersection;Normale;Sans collision;35;238;35238;00, MOTTE AU CHANCELIER;4810617;-171761;35000;00;48.10673, -1.717968;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1999;Masculin;Se déplaçant;Blessé;Casque;Oui;;A01;1;Conducteur;;;Côté gauche;Sans changement de direction;;;Sortie de chaussée sans obstacle;Scooter < 50 cm3;;Métropole
201500024923;2015-07-07T10:50:00+02:00;Rennes;15;07;07;10:50;Plein jour;Hors agglomération;Autre intersection;Normale;Sans collision;35;238;35238;PORTE D'ANGERS;4808511;-163997;35000;;48.111949, -1.684709;6;normale;;A sens unique;;99;136;0;;0;1;Route Nationale;420;En courbe à droite;Sommet de côte;Bretelle d’échangeur ou de raccordement;Sur chaussée;1969;Féminin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Autre;;Tournant A droite;;;Glissière béton;VL seul;;Métropole
201500024954;2015-05-12T15:40:00+02:00;Rennes;15;05;12;15:40;Plein jour;En agglomération;Giratoire;Normale;Deux véhicules – par l’arrière;35;238;35238;PORTE D'ALMA;4808160;-167455;35000;;48.098565, -1.675594;43;normale;;A sens unique;;99;137;0;;0;0;Route Départementale;435;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1955,1992;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Utilisation professionnelle;Avant,Arrière;Même sens,Arrêté (hors stationnement);;Véhicule,Véhicule;;Tracteur routier + semi-remorque,VL seul;;Métropole
201500024987;2015-08-20T14:50:00+02:00;Rennes;15;08;20;14:50;Plein jour;Hors agglomération;Giratoire;Normale;Deux véhicules - frontale;35;238;35238;LANGEVIN (PAUL);4809337;-165837;35000;;48.094087, -1.658336;;;;Bidirectionnelle;;99;;;;;2;Voie Communale;;;;Carrefour aménagé;Sur chaussée;1994,1963;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Non,Oui;;A01,B01;1,1;Conducteur,Conducteur;;;;;;;;VL seul,Bicyclette;;Métropole
201500024994;2015-08-27T19:30:00+02:00;Cesson-sevigne;15;08;27;19:30;Plein jour;Hors agglomération;Giratoire;Pluie forte;Sans collision;35;051;35051;BEAULIEU (PORTE DE);4810187;-160798;35510;;48.140179, -1.598291;3;mouillée;;A sens unique;;00;136;0;;0;0;Route Nationale;500;En courbe à droite;Plat;;Sur chaussée;1992;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;;Avant gauche;Sans changement de direction;;;Mobilier urbain;VL seul;;Métropole
201500025016;2015-09-20T03:10:00+02:00;Rennes;15;09;20;03:10;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;23, DINAN (DE);4811418;-168511;35000;23;48.114252, -1.685339;;normale;;A sens unique;;99;0;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1990;Masculin;Se déplaçant;Blessé;Casque;Oui;;A01;1;Conducteur;;Promenade – loisirs;Avant;Sans changement de direction;;Véhicule;Bordure de trottoir;Scooter < 50 cm3;;Métropole
201500025033;2015-10-04T17:30:00+02:00;Saint-jacques-de-la-lande;15;10;04;17:30;Plein jour;En agglomération;Giratoire;Normale;Deux véhicules – par le coté;35;281;35281;00, MERMOZ (BOULEVARD JE;4809080;-170428;35136;00;48.095518, -1.694817;23;normale;;Bidirectionnelle;;99;177;0;;0;2;Route Départementale;330;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1983,2003;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;;Z01,B01;1,2;Conducteur,Passager;;;Avant,Arrière droit;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500025039;2015-10-09T18:20:00+02:00;Rennes;15;10;09;18:20;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules - frontale;35;238;35238;0, PREVALAYE (CHEMIN DE;4809072;-173894;35000;0;48.108279, -1.68887;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;En courbe à droite;Plat;;Sur chaussée;1947,1951;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant gauche,Avant gauche;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500025096;2015-11-18T13:40:00+01:00;Rennes;15;11;18;13:40;Plein jour;En agglomération;Giratoire;Normale;Deux véhicules – par le coté;35;238;35238;00, LANGUEDOC (AVENUE DU;4811599;-170517;35000;00;48.116268, -1.706059;;normale;;Bidirectionnelle;Banque cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1950,1969;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Autre,Domicile – travail;Côté droit,Côté gauche;Tournant A droite,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Motocyclette > 125 cm3;;Métropole
201500025178;2015-12-29T21:20:00+01:00;Rennes;15;12;29;21:20;Nuit avec éclairage public allumé;En agglomération;Intersection en X;Normale;Deux véhicules – par l’arrière;35;238;35238;00, ARMORIQUE (BD D');4812848;-166448;35000;00;48.130307, -1.668977;;normale;;Bidirectionnelle;Banque cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1984,1990;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;;Arrière,Avant;Même sens;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500024796;2015-04-09T19:15:00+02:00;Rennes;15;04;09;19:15;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;ANJOU (D');4812138;-171347;35000;;48.120747, -1.713783;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Zone piétonne;Sur chaussée;1975,2004;Féminin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture,Autre;Oui,Non déterminable;Sur passage piéton - Sans signalisation lumineuse;A01;1;Conducteur,Piéton en roller ou en trottinette;Seul;;Avant gauche;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500024828;2015-02-22T12:30:00+01:00;Rennes;15;02;22;12:30;Plein jour;En agglomération;Intersection en T;Normale;Deux véhicules – par le coté;35;238;35238;BULGARIE/PAYS BAS;4808471;-166072;35000;;48.113086, -1.663963;;normale;;A chaussées séparées;Banque cyclable;99;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1948;Féminin;Se déplaçant;Blessé;Casque;Oui;;A01,B01;1;Conducteur;;Promenade – loisirs;Avant droit;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole
201500024833;2015-02-25T15:45:00+01:00;Rennes;15;02;25;15:45;Plein jour;En agglomération;Hors intersection;Pluie légère;Autre collision;35;238;35238;82, LORIENT (DE);4810940;-170804;35000;82;48.108962, -1.705868;;mouillée;;A chaussées séparées;;00;;0;;0;4;Voie Communale;;Partie rectiligne;Pente;;Sur chaussée;1989,1984;Masculin,Féminin;Se déplaçant,Se déplaçant Sens véhicule heurtant;Indemne,Blessé;Ceinture,Autre;Oui,Non déterminable;Sur chaussée - A + 50 m du passage piéton;A01;1;Conducteur,Piéton;Seul;Utilisation professionnelle,Courses – achats;Avant gauche;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500024834;2015-02-26T08:09:00+01:00;Rennes;15;02;26;08:09;Plein jour;En agglomération;Giratoire;Pluie légère;Autre collision;35;238;35238;CLOTEAUX/NANTES;4808460;-169601;35000;;48.094819, -1.689784;;mouillée;;Bidirectionnelle;;99;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1936,1998;Masculin,Féminin;Se déplaçant,Se déplaçant Sens véhicule heurtant;Indemne,Blessé;Ceinture;Oui;Sur chaussée - A + 50 m du passage piéton;A01;1;Conducteur,Piéton;Seul;Promenade – loisirs,Domicile – école;;Tournant A gauche;;Piéton;;VL seul;;Métropole
201500024854;2015-05-19T19:30:00+02:00;Cesson-sevigne;15;05;19;19:30;Plein jour;Hors agglomération;Hors intersection;Normale;Autre collision;35;051;35051;16, RENNES (RUE DE);4811429;-161317;35510;16;48.114305, -1.613091;;normale;;Bidirectionnelle;Voie réservée;00;0;0;;0;4;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1979,1995;Masculin,Masculin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur passage piéton - Sans signalisation lumineuse;A01;1;Conducteur,Piéton;Seul;Utilisation professionnelle,Courses – achats;Avant;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500021052;2015-10-03T06:30:00+02:00;Vezin-le-coquet;15;10;03;06:30;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Normale;Trois véhicules et plus – en chaîne;35;353;35353;RN24 - route de Lorient;4810508;-173585;35132;24;48.104915, -1.737058;3;normale;;A chaussées séparées;Piste cyclable;00;24;105;;20;4;Route Nationale;280;Partie rectiligne;Plat;;Sur chaussée;1984,1944,1986,1970,1981;Masculin,Masculin,Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Indemne,Indemne,Indemne,Blessé;Ceinture,Ceinture,Ceinture,Ceinture,Casque;Oui,Oui,Oui,Oui,Oui;;B02,C03,A01,E05,D04;1,1,1,1,1;Conducteur,Conducteur,Conducteur,Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Domicile – travail;Arrière gauche,Arrière droit,Avant,Côté droit,Arrière;Arrêté (hors stationnement),Arrêté (hors stationnement),Même sens,Arrêté (hors stationnement),Arrêté (hors stationnement);;Véhicule,Véhicule,Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VL seul,Motocyclette > 125 cm3,VL seul;;Métropole
201500025080;2015-11-04T10:45:00+01:00;Rennes;15;11;04;10:45;Plein jour;En agglomération;Intersection en T;Normale;Deux véhicules – par le coté;35;238;35238;00, YSER (BD DE L');4809096;-168034;35000;00;48.091956, -1.67405;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1934,1936;Féminin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Autre;Oui,Non déterminable;;B01,A01;1,1;Conducteur,Conducteur;;Courses – achats,Courses – achats;Côté droit,Avant;Sans changement de direction,Tournant A droite;;Véhicule,Véhicule;;Bicyclette,VL seul;;Métropole
201500025095;2015-11-17T14:27:00+01:00;Rennes;15;11;17;14:27;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;69, MITTERAND (MAIL FRAN;4810887;-169153;35000;69;48.108865, -1.691535;;normale;;Bidirectionnelle;Voie réservée;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1959,1991;Féminin,Masculin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur chaussée - A – 50 m du passage piéton;A01;1;Conducteur,Piéton;Seul;Autre;Avant;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500025155;2015-12-14T17:55:00+01:00;Rennes;15;12;14;17:55;Nuit sans éclairage public;En agglomération;Hors intersection;Normale;Deux véhicules – par le coté;35;238;35238;60B, CHATEAUGIRON (DE);4810102;-165187;35000;60;48.101018, -1.652102;;;;Bidirectionnelle;;00;0;0;;0;2;Voie Communale;;;;;Sur chaussée;1939,1992;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Autre;Côté droit,Avant droit;Tournant A gauche,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Motocyclette > 125 cm3;;Métropole
201500025175;2015-12-26T15:10:00+01:00;Rennes;15;12;26;15:10;Plein jour;En agglomération;Intersection en Y;Normale;Autre collision;35;238;35238;04, MOREAU DE JONNES;4810875;-165474;35000;04;48.108128, -1.654189;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;2001,1952;Masculin,Féminin;Jouant – courant,Se déplaçant;Blessé,Indemne;Ceinture;Oui;Sur chaussée - A + 50 m du passage piéton;A01;1;Piéton,Conducteur;Seul;Promenade – loisirs;Avant droit;;;Piéton;;VL seul;;Métropole
201500024808;2015-04-19T12:15:00+02:00;Rennes;15;04;19;12:15;Plein jour;En agglomération;Giratoire;Normale;Deux véhicules – par le coté;35;238;35238;MONTS D'ARREE (AVENUE DE;4813665;-166689;35000;;48.111225, -1.65834;;normale;;;Piste cyclable;00;0;0;;0;0;Voie Communale;;En courbe à gauche;Plat;Carrefour aménagé;Sur chaussée;1985,1948;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Autre,Ceinture;Non déterminable,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Autre,Promenade – loisirs;Avant droit,Avant;En s’insérant;;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole
201500024815;2015-04-23T10:15:00+02:00;Rennes;15;04;23;10:15;Plein jour;En agglomération;Intersection en X;Normale;Autre collision;35;238;35238;00, VASSELOT;4810860;-167782;35000;00;48.108574, -1.677753;;normale;;;;99;0;0;;0;0;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1972,1978;Masculin,Masculin;Autre,Se déplaçant;Blessé,Indemne;Ceinture;Oui;Sur trottoir;A01;1;Piéton,Conducteur;Seul;Utilisation professionnelle,Utilisation professionnelle;Arrière gauche;Tournant A droite;;Piéton;;PL seul > 7;;Métropole
201500024844;2015-03-03T10:35:00+01:00;Rennes;15;03;03;10:35;Plein jour;En agglomération;Intersection en X;Pluie légère;Deux véhicules – par le coté;35;238;35238;LEMORDANT/COËTLOGON;4812280;-168870;35000;;48.122728, -1.68718;;mouillée;;Bidirectionnelle;;03;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1994,1994;Féminin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Domicile – école;Avant,Avant;Sans changement de direction,Tournant A gauche;;Véhicule,Véhicule;;VL seul,Scooter < 50 cm3;;Métropole
201500024881;2015-06-13T02:20:00+02:00;Cesson-sevigne;15;06;13;02:20;Nuit sans éclairage public;Hors agglomération;Giratoire;Normale;Autre collision;35;051;35051;ALLIES (BOULEVARD DES);4810738;-161650;35510;;48.11523, -1.629276;;normale;;Bidirectionnelle;;00;0;0;;0;0;Voie Communale;;En courbe à droite;Plat;Carrefour aménagé;Sur chaussée;1961,1956;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;A01;2,1;Passager,Conducteur;;;Avant;Sans changement de direction;;;Bâtiment;VL seul;;Métropole
201500024901;2015-06-20T13:00:00+02:00;Rennes;15;06;20;13:00;Plein jour;En agglomération;Intersection en Y;Normale;Deux véhicules – par le coté;35;238;35238;06, MARTENOT;4811237;-167284;35000;06;48.112408, -1.67275;;normale;;A sens unique;;99;0;0;;0;1;Voie Communale;;Partie rectiligne;Pente;;Sur chaussée;1993,1979;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs;Avant droit,Avant;En faisant demi-tour sur la chaussée;;Véhicule,Véhicule;;VL seul,Motocyclette > 50 cm3 et <= 125 cm3;;Métropole
201500024921;2015-07-06T17:35:00+02:00;Saint-gregoire;15;07;06;17:35;Plein jour;Hors agglomération;Hors intersection;Normale;Trois véhicules et plus – en chaîne;35;278;35278;R.N. 136;4814147;-167092;35760;136;48.134654, -1.692301;20;normale;;A chaussées séparées;Voie réservée;99;136;0;;0;4;Route Nationale;400;Partie rectiligne;Plat;;Sur chaussée;1958,1967,1992,1989;Féminin,Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Blessé,Indemne;Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui;;B01,C01,A01;2,1,1,1;Passager,Conducteur,Conducteur,Conducteur;;Domicile – travail,Utilisation professionnelle,Domicile – travail;Arrière,Arrière,Avant;Même sens,Même sens,Même sens;;Véhicule,Véhicule,Véhicule;;VL seul,VU seul 1,VL seul;;Métropole
201500024932;2015-07-11T11:20:00+02:00;Rennes;15;07;11;11:20;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;00, LIBERTE (BD DE LA);4810746;-168028;35000;00;48.10768, -1.679482;;normale;;A chaussées séparées;;99;0;0;;0;4;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1950,1933;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Autre,Ceinture;Non déterminable,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant gauche,Avant;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole
201500024947;2015-05-06T15:50:00+02:00;Rennes;15;05;06;15:50;Plein jour;En agglomération;Hors intersection;Pluie légère;Deux véhicules – par le coté;35;238;35238;29, BD ALBERT 1ER;4809000;-168861;35000;29;48.090147, -1.688611;;mouillée;;A chaussées séparées;Banque cyclable;99;;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1997,1994;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant droit,Avant;Tournant A gauche,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Scooter < 50 cm3;;Métropole
201500024962;2015-08-05T18:40:00+02:00;Saint-jacques-de-la-lande;15;08;05;18:40;Plein jour;En agglomération;Giratoire;Normale;Deux véhicules – par le coté;35;281;35281;DODIN (AVENUE ROGER);4808720;-170733;35136;;48.083155, -1.710248;24;normale;;A chaussées séparées;;00;177;0;;0;0;Route Départementale;0;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1939,1986;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;;Avant,Côté droit;En s’insérant,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Motocyclette > 125 cm3;;Métropole
201500024988;2015-05-28T13:10:00+02:00;Rennes;15;05;28;13:10;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;PUITS JACOB/NANTES;4809810;-168788;35000;;48.097863, -1.686505;;normale;;A sens unique;;99;;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1982,1989;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail,Promenade – loisirs;Arrière gauche,Avant;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Scooter < 50 cm3;;Métropole
